make,model,year,esc_consensus,T_assign,v2_action
FORD,F-350,2001,not_found,,carried
BMW,X6,2010,Standard,1.0,rescued
DODGE,INTREPID,2000,No,0.0,carried
LEXUS,GS,2003,not_found,,rescue_failed
MAZDA,RX-8,2008,Optional,,carried
SATURN,SL,2001,No,0.0,rescued
BMW,X3,2009,Standard,1.0,rescued
BUICK,LACROSSE,2009,Optional,,carried
BMW,745I,2004,not_found,,carried
JEEP,COMPASS,2008,Standard,1.0,carried
SUZUKI,GRAND VITARA XL-7,2006,No,0.0,carried
HYUNDAI,ELANTRA TOURING,2009,Standard,1.0,carried
BMW,745LI,2004,not_found,,carried
AUDI,A4,2000,not_found,,rescue_failed
VOLKSWAGEN,CABRIO,2001,not_found,,carried
CHEVROLET,S-10 PICKUP,2004,not_found,,carried
AUDI,S4,2000,not_found,,rescue_failed
SATURN,LW300,2003,not_found,,carried
AUDI,A6,2006,Standard,1.0,rescued
MAZDA,RX-8,2007,Optional,,carried
GMC,SIERRA,2009,Optional,,carried
SUZUKI,ESTEEM,2001,not_found,,carried
CHRYSLER,300C,2009,not_found,,carried
SUZUKI,XL7,2003,not_found,,carried
CHEVROLET,COLORADO,2008,No,0.0,carried
CHRYSLER,CONCORDE,2001,No,0.0,carried
NISSAN,FRONTIER,2007,Optional,,carried
VOLVO,S80,2010,Standard,1.0,carried
CHEVROLET,AVALANCHE,2002,No,0.0,carried
BMW,530XI,2007,not_found,,carried
GMC,SAVANA,2009,ambiguous,,carried
PORSCHE,911,2003,not_found,,carried
TOYOTA,TUNDRA,2010,Standard,1.0,carried
TOYOTA,TACOMA,2003,No,0.0,carried
VOLKSWAGEN,JETTA WAGON,2001,No,0.0,carried
INTERNATIONAL,LF627,2009,not_found,,carried
FORD,F-350,2009,No,0.0,carried
CHEVROLET,S-10 PICKUP,2001,No,0.0,carried
FORD,F-250,2009,No,0.0,carried
BMW,525XI,2006,not_found,,carried
MERCURY,MOUNTAINEER,2000,No,0.0,carried
FORD,F-350,2002,not_found,,carried
SUZUKI,GRAND VITARA,2000,not_found,,carried
TOYOTA,TUNDRA,2004,Optional,,carried
DODGE,RAM,2003,No,0.0,carried
PLYMOUTH,BREEZE,2000,No,0.0,carried
FORD,F-350,2004,not_found,,carried
FORD,FREESTYLE,2004,not_found,,carried
GMC,SAFARI,2001,No,0.0,carried
FORD,EXCURSION,2005,No,0.0,carried
FORD,F-650,2007,not_found,,carried
GMC,SIERRA,2010,ambiguous,,carried
SUZUKI,RENO,2008,No,0.0,carried
FORD,RANGER,2005,No,0.0,carried
BMW,335XI,2008,not_found,,carried
MASERATI,QUATTROPORTE,2008,not_found,,carried
TOYOTA,MR2,2003,No,0.0,carried
HONDA,HR-V,2004,not_found,,carried
CHRYSLER,300,2003,not_found,,carried
DAEWOO,LANOS,2002,No,0.0,carried
VOLKSWAGEN,GOLF,2006,Optional,,carried
FORD,RANGER,2001,No,0.0,carried
DODGE,RAM,2005,No,0.0,carried
FORD,RANGER,2009,No,0.0,carried
CHEVROLET,AVALANCHE,2004,No,0.0,carried
BMW,745LI,2002,not_found,,carried
NISSAN,FRONTIER,2005,Optional,,carried
MERCEDES-BENZ,SLK-CLASS,2006,Standard,1.0,carried
FORD,RANGER,2006,No,0.0,carried
CHEVROLET,SILVERADO,2010,ambiguous,,carried
MERCEDES-BENZ,SL-CLASS,2007,Standard,1.0,carried
FORD,F-150,2009,Standard,1.0,carried
FORD,F-150,2000,No,0.0,carried
FORD,F-250,2000,not_found,,carried
FORD,F-250,2001,not_found,,carried
GMC,SIERRA,2000,No,0.0,carried
TOYOTA,TACOMA,2005,Optional,,carried
NISSAN,TITAN,2008,Optional,,carried
GMC,SONOMA,2003,No,0.0,carried
NISSAN,FRONTIER,2004,Optional,,carried
FORD,F-250,2004,not_found,,carried
GMC,SONOMA,2001,No,0.0,carried
PORSCHE,CAYMAN,2006,Standard,1.0,carried
DODGE,DAKOTA,2009,No,0.0,carried
CHEVROLET,GMT-400,2000,not_found,,carried
CHEVROLET,AVALANCHE,2005,Optional,,carried
NISSAN,FRONTIER,2010,Optional,,carried
LINCOLN,MARK LT,2006,No,0.0,carried
DODGE,DAKOTA,2003,No,0.0,carried
FORD,F-150,2001,No,0.0,carried
CADILLAC,ESCALADE,2009,Standard,1.0,carried
CHEVROLET,SILVERADO,2001,No,0.0,carried
FORD,F-250,2005,not_found,,carried
TOYOTA,TUNDRA,2005,Optional,,carried
NISSAN,TITAN,2005,Optional,,carried
GMC,SIERRA,2003,No,0.0,carried
TOYOTA,TUNDRA,2001,No,0.0,carried
FORD,F-150,2008,No,0.0,carried
CHEVROLET,EXPRESS,2009,ambiguous,,carried
FORD,F-250,2002,not_found,,carried
NISSAN,FRONTIER,2002,No,0.0,carried
PORSCHE,CAYMAN,2010,Standard,1.0,carried
INFINITI,M35,2005,not_found,,carried
MAZDA,CX-7,2009,Standard,1.0,carried
CHEVROLET,S-10 PICKUP,2002,No,0.0,carried
CHEVROLET,COLORADO,2006,No,0.0,carried
MAZDA,TRIBUTE,2010,Standard,1.0,carried
DODGE,RAM,2009,ambiguous,,carried
CHEVROLET,AVALANCHE,2010,Standard,1.0,carried
CHEVROLET,AVALANCHE,2008,Standard,1.0,carried
FORD,EXPLORER SPORT TRAC,2001,No,0.0,carried
FORD,EXPLORER SPORT TRAC,2005,No,0.0,carried
NISSAN,TITAN,2007,Optional,,carried
BMW,330CIC,2006,not_found,,carried
DODGE,DAKOTA,2002,No,0.0,carried
CHEVROLET,AVALANCHE,2007,Standard,1.0,carried
HONDA,RIDGELINE,2007,Standard,1.0,carried
BMW,Z4,2007,Standard,1.0,rescued
AUDI,A8,2004,not_found,,rescue_failed
TOYOTA,TACOMA,2009,Standard,1.0,carried
MITSUBISHI,RAIDER,2007,No,0.0,carried
MERCEDES-BENZ,SLK-CLASS,2007,Standard,1.0,carried
MERCEDES-BENZ,CLS-CLASS,2010,Standard,1.0,carried
VOLVO,V40,2002,Optional,,carried
JAGUAR,XK,2009,Standard,1.0,rescued
HONDA,RIDGELINE,2006,Standard,1.0,carried
NISSAN,FRONTIER,2001,No,0.0,carried
DODGE,DAKOTA,2010,No,0.0,carried
DODGE,RAM,2007,Optional,,carried
FORD,E-250,2009,not_found,,carried
TOYOTA,LAND CRUISER,2003,not_found,,carried
CHEVROLET,COLORADO,2010,Standard,1.0,carried
NISSAN,TITAN,2009,Optional,,carried
BMW,328XI,2008,not_found,,carried
TOYOTA,TUNDRA,2009,Standard,1.0,carried
MERCEDES-BENZ,ML-CLASS,2010,Standard,1.0,carried
BMW,325CI,2003,not_found,,carried
CHEVROLET,COLORADO,2009,Standard,1.0,carried
INFINITI,M35,2009,not_found,,carried
ISUZU,I-290,2007,No,0.0,carried
CHEVROLET,COLORADO,2007,No,0.0,carried
NISSAN,FRONTIER,2006,Optional,,carried
VOLVO,S80,2009,Standard,1.0,carried
FORD,F-350,2003,not_found,,carried
BMW,Z4,2010,Standard,1.0,rescued
FORD,F-250,2007,not_found,,carried
PLYMOUTH,VOYAGER,2000,No,0.0,carried
NISSAN,TITAN,2010,Standard,1.0,carried
MITSUBISHI,ECLIPSE SPYDER,2007,No,0.0,carried
LEXUS,GX,2003,not_found,,rescue_failed
MAZDA,B-SERIES,2000,No,0.0,carried
GMC,CANYON,2004,No,0.0,carried
BMW,X5,2009,Standard,1.0,rescued
DODGE,DAKOTA,2004,No,0.0,carried
GMC,CANYON,2006,No,0.0,carried
NISSAN,FRONTIER,2000,No,0.0,carried
TOYOTA,TUNDRA,2000,No,0.0,carried
FORD,EXCURSION,2002,No,0.0,carried
TOYOTA,TUNDRA,2002,No,0.0,carried
HONDA,RIDGELINE,2008,Standard,1.0,carried
BMW,535XI,2008,not_found,,carried
PORSCHE,911,2009,Standard,1.0,carried
LEXUS,GS,2009,not_found,,rescue_failed
SAAB,9-5,2008,Standard,1.0,carried
CHRYSLER,PT CRUISER,2010,No,0.0,carried
TOYOTA,TUNDRA,2008,Standard,1.0,carried
PONTIAC,AZTEK,2005,No,0.0,carried
MERCEDES-BENZ,R-CLASS,2010,Standard,1.0,carried
MAZDA,B-SERIES,2001,No,0.0,carried
TOYOTA,TACOMA,2006,Optional,,carried
FORD,EXPLORER SPORT TRAC,2008,Standard,1.0,carried
NISSAN,TITAN,2006,Optional,,carried
PORSCHE,911,2008,Standard,1.0,carried
BMW,328IS,2003,not_found,,carried
TOYOTA,TUNDRA,2003,No,0.0,carried
RAM,2500,2002,not_found,,carried
MAZDA,MX-5,2008,not_found,,carried
NISSAN,TITAN,2004,Optional,,carried
DODGE,DAKOTA,2007,No,0.0,carried
MERCEDES-BENZ,R-CLASS,2007,Standard,1.0,carried
JAGUAR,S-TYPE,2002,Optional,,carried
MITSUBISHI,MONTERO,2001,No,0.0,carried
FORD,F-150 HERITAGE,2004,No,0.0,carried
SAAB,9-3,2010,Standard,1.0,carried
FORD,E-250,2004,not_found,,carried
LEXUS,SC,2003,not_found,,rescue_failed
KIA,SPECTRA,2000,not_found,,carried
FORD,E-350,2009,Standard,1.0,carried
GMC,CANYON,2008,No,0.0,carried
GMC,CANYON,2007,No,0.0,carried
CHEVROLET,AVALANCHE,2003,No,0.0,carried
INFINITI,M45,2006,not_found,,carried
VOLKSWAGEN,GTI,2000,not_found,,carried
LEXUS,SC,2004,not_found,,rescue_failed
PORSCHE,911,2010,Standard,1.0,carried
BMW,645CI,2004,not_found,,carried
FORD,F-350,2000,not_found,,carried
PORSCHE,BOXSTER,2004,Optional,,carried
MINI,CLUBMAN,2010,Standard,1.0,carried
AUDI,S4,2002,Standard,1.0,rescued
SUBARU,BAJA,2005,No,0.0,carried
ACURA,RDX,2009,Standard,1.0,carried
HUMMER,H3,2010,Standard,1.0,rescued
DODGE,AVENGER,2000,not_found,,carried
LAND ROVER,RANGE ROVER,2007,Standard,1.0,carried
MAZDA,RX-8,2009,Optional,,carried
INFINITI,FX50,2009,not_found,,carried
PORSCHE,911,2005,Standard,1.0,carried
FORD,E-250,2001,not_found,,carried
INFINITI,QX4,2000,No,0.0,carried
FORD,E-350,2002,not_found,,carried
MERCEDES-BENZ,SLK-CLASS,2010,Standard,1.0,carried
VOLKSWAGEN,GOLF,2005,Optional,,carried
BMW,750LI,2008,not_found,,carried
DODGE,DAKOTA,2008,No,0.0,carried
FORD,E-150,2010,Standard,1.0,carried
MITSUBISHI,MONTERO,2002,No,0.0,carried
FORD,RANGER,2010,Standard,1.0,carried
VOLKSWAGEN,TOUAREG,2007,Standard,1.0,carried
AUDI,S4,2010,Standard,1.0,rescued
BMW,525IT,2003,not_found,,carried
MAZDA,TRIBUTE,2009,Standard,1.0,carried
CHEVROLET,EXPRESS,2003,No,0.0,carried
MAZDA,MILLENIA,2001,No,0.0,carried
GMC,SONOMA,2002,No,0.0,carried
BMW,M6,2006,Standard,1.0,rescued
FORD,EXPLORER SPORT TRAC,2002,No,0.0,carried
CHEVROLET,CORVETTE,2009,Standard,1.0,carried
TOYOTA,LAND CRUISER,2008,not_found,,carried
PONTIAC,SOLSTICE,2009,Standard,1.0,carried
NISSAN,FRONTIER,2008,Optional,,carried
SATURN,LW2,2002,not_found,,carried
SUZUKI,FORENZA,2004,No,0.0,carried
LINCOLN,MARK LT,2008,No,0.0,carried
TOYOTA,MR2,2002,No,0.0,carried
AUDI,S5,2010,Standard,1.0,rescued
PONTIAC,MONTANA/ SV6,2006,not_found,,carried
HUMMER,H3,2004,not_found,,rescue_failed
MINI,COOPER CONVERTIBLE,2007,Optional,,carried
CHEVROLET,EXPRESS,2005,Optional,,carried
CHRYSLER,CONCORDE,2003,No,0.0,carried
LINCOLN,LS,2006,Optional,,rescued
FORD,E-250,2002,not_found,,carried
GMC,W5,2007,not_found,,rescue_failed
MERCEDES-BENZ,SL-CLASS,2009,Standard,1.0,carried
PORSCHE,CAYENNE,2004,Standard,1.0,carried
FORD,E-450,2008,not_found,,carried
MAZDA,B-SERIES,2003,No,0.0,carried
FORD,F-350,2007,not_found,,carried
FORD,E-250,2010,not_found,,carried
MITSUBISHI,RAIDER,2008,No,0.0,carried
CHRYSLER,NEON,2000,not_found,,carried
BMW,540IA,2003,not_found,,carried
VOLVO,S60,2008,Standard,1.0,carried
FORD,E-350,2005,not_found,,carried
HONDA,RIDGELINE,2010,Standard,1.0,carried
AUDI,A8,2009,Standard,1.0,rescued
LAND ROVER,DISCOVERY,2002,No,0.0,carried
CHEVROLET,AVALANCHE,2006,Standard,1.0,carried
VOLVO,XC70,2009,Standard,1.0,carried
CHEVROLET,C5,2009,not_found,,rescue_failed
INFINITI,G20,2001,not_found,,carried
MERCURY,MONTEREY,2006,Optional,,carried
ISUZU,ASCENDER,2003,not_found,,carried
DODGE,VIPER,2008,No,0.0,carried
JAGUAR,XJ8,2002,not_found,,carried
DODGE,VIPER,2005,No,0.0,carried
ISUZU,I-280,2006,No,0.0,carried
MERCEDES-BENZ,S-CLASS,2005,Standard,1.0,carried
HONDA,S2000,2007,Standard,1.0,carried
FORD,EXPLORER SPORT TRAC,2004,No,0.0,carried
CADILLAC,STS,2010,Standard,1.0,carried
BMW,M3CIC,2005,not_found,,carried
ACURA,RL,2009,Standard,1.0,rescued
VOLKSWAGEN,GOLF,2002,No,0.0,carried
CHEVROLET,CORVETTE,2006,Standard,1.0,carried
SAAB,9-7X,2007,Standard,1.0,carried
HONDA,RIDGELINE,2009,Standard,1.0,carried
LAND ROVER,LR2,2009,Standard,1.0,carried
BUICK,PARK AVENUE,2005,Optional,,carried
DAEWOO,LANOS,2000,not_found,,carried
MAZDA,B-SERIES,2008,No,0.0,carried
VOLKSWAGEN,NEW GTI,2006,not_found,,carried
SUZUKI,VITARA,2002,No,0.0,carried
MAZDA,B-SERIES,2002,No,0.0,carried
VOLVO,C30,2010,Standard,1.0,carried
PORSCHE,CAYENNE,2010,Standard,1.0,carried
GMC,CANYON,2009,Standard,1.0,carried
NISSAN,PATHFINDER,2009,Standard,1.0,carried
SAAB,9-5,2010,Standard,1.0,carried
FORD,EXPLORER SPORT TRAC,2007,Standard,1.0,carried
ISUZU,ASCENDER,2005,No,0.0,carried
DODGE,VIPER,2003,No,0.0,carried
SUBARU,LEGACY,2007,Optional,,carried
VOLKSWAGEN,GTI,2005,not_found,,carried
INFINITI,FX45,2008,not_found,,carried
FORD,E-450,2010,not_found,,carried
PORSCHE,911,2002,not_found,,carried
LAND ROVER,RANGE ROVER,2009,Standard,1.0,carried
FORD,E-150,2004,not_found,,carried
MITSUBISHI FUSO,FE639,2001,not_found,,carried
CHEVROLET,EXPRESS,2010,ambiguous,,carried
TOYOTA,LAND CRUISER,2007,not_found,,carried
JEEP,CHEROKEE,2006,not_found,,carried
MAZDA,B-SERIES,2005,No,0.0,carried
VOLKSWAGEN,CABRIO,2002,No,0.0,carried
PORSCHE,BOXSTER,2001,not_found,,carried
BMW,650I,2006,not_found,,carried
MITSUBISHI,DIAMANTE,2001,not_found,,carried
BMW,Z4,2008,Standard,1.0,rescued
VOLVO,V70,2008,Standard,1.0,carried
VOLVO,C70,2004,Optional,,carried
DODGE,RAM CHASSIS CAB,2008,not_found,,carried
BMW,Z3,2002,not_found,,rescue_failed
CADILLAC,CATERA,2001,not_found,,carried
GMC,SAVANA,2005,Optional,,carried
MITSUBISHI,OUTLANDER,2006,No,0.0,carried
BMW,335XI,2007,not_found,,carried
BMW,545I,2004,not_found,,carried
VOLKSWAGEN,R32,2008,not_found,,carried
AUDI,ALLROAD,2005,Standard,1.0,carried
BMW,330CI,2002,not_found,,carried
MITSUBISHI,RAIDER,2006,not_found,,carried
SUZUKI,EQUATOR,2009,Optional,,carried
BMW,I8,2005,not_found,,rescue_failed
BMW,Z4,2003,Standard,1.0,rescued
VOLVO,S80,2006,Optional,,carried
LEXUS,LX,2006,not_found,,rescue_failed
CADILLAC,COMMERCIAL CHASSIS,2004,not_found,,carried
AUDI,A8,2000,No,0.0,rescued
CHEVROLET,GMT-400,2001,not_found,,carried
GMC,SAVANA,2000,not_found,,carried
MOTOR COACH INDUSTRIES,102DL3 INTERCITY/D4500,2002,not_found,,carried
HONDA,INSIGHT,2003,No,0.0,carried
FORD,F-350,2006,not_found,,carried
CADILLAC,XLR,2007,Standard,1.0,carried
BMW,128I,2010,not_found,,carried
FORD,EXPLORER SPORT TRAC,2009,Standard,1.0,carried
CADILLAC,ELDORADO,2002,Optional,,carried
CADILLAC,PROFESSIONAL CHASSIS,2001,not_found,,carried
MERCEDES-BENZ,CL-CLASS,2008,Standard,1.0,carried
BMW,650I,2009,not_found,,carried
MERCEDES-BENZ,CL-CLASS,2001,not_found,,carried
BUICK,ALLURE,2005,not_found,,carried
VOLVO,C30,2009,Standard,1.0,carried
SATURN,LW200,2003,not_found,,carried
OLDSMOBILE,BRAVADA,2001,No,0.0,carried
LINCOLN,MARK LT,2007,Standard,1.0,carried
MERCEDES-BENZ,CL-CLASS,2007,Standard,1.0,carried
INFINITI,FX45,2004,not_found,,carried
BMW,Z4,2006,Standard,1.0,rescued
CADILLAC,XLR,2004,Standard,1.0,carried
SUZUKI,XL7,2009,Standard,1.0,carried
FORD,E-150,2006,No,0.0,carried
GMC,CANYON,2010,Standard,1.0,carried
MITSUBISHI,MONTERO,2004,ambiguous,,carried
VOLVO,V70,2007,Standard,1.0,carried
BMW,745LI,2003,not_found,,carried
VOLKSWAGEN,GLI,2009,Standard,1.0,carried
LAND ROVER,RANGE ROVER,2000,not_found,,carried
DODGE,CHALLENGER,2008,not_found,,carried
FORD,E-150,2000,not_found,,carried
JAGUAR,S-TYPE,2008,Standard,1.0,carried
JAGUAR,XK8,2000,not_found,,carried
JAGUAR,X-TYPE,2006,Optional,,carried
INFINITI,Q50,2009,not_found,,carried
SUZUKI,RENO,2006,No,0.0,carried
AUDI,TT,2005,Standard,1.0,rescued
FREIGHTLINER,MT 55 CHASSIS,2007,not_found,,carried
LAMBORGHINI,GALLARDO,2006,not_found,,carried
LAND ROVER,RANGE ROVER SPORT,2009,Standard,1.0,carried
UD,UD2600,2000,not_found,,carried
MERCEDES-BENZ,CL-CLASS,2003,Standard,1.0,carried
MERCURY,MOUNTAINEER,2010,Standard,1.0,carried
MITSUBISHI,MONTERO,2000,not_found,,carried
BMW,750I,2007,not_found,,carried
SAAB,9-3,2001,not_found,,carried
BMW,325CIC,2003,not_found,,carried
BMW,650I,2008,not_found,,carried
INFINITI,M35,2010,not_found,,carried
CHEVROLET,EXPRESS,2007,ambiguous,,carried
CHEVROLET,EXPRESS,2006,Optional,,carried
BMW,330I,2005,not_found,,carried
SATURN,LS,2000,No,0.0,rescued
CADILLAC,PROFESSIONAL CHASSIS,2002,not_found,,carried
DODGE,VIPER,2006,No,0.0,carried
GMC,SAVANA,2010,ambiguous,,carried
FORD,E-350,2007,Standard,1.0,carried
MAZDA,B-SERIES,2004,No,0.0,carried
ACURA,RL,2008,Standard,1.0,rescued
FORD,E-350,2001,not_found,,carried
INFINITI,Q45,2001,not_found,,carried
INFINITI,FX45,2006,not_found,,carried
PORSCHE,911,2004,Optional,,carried
VOLVO,V50,2009,Standard,1.0,carried
ACURA,RL,2007,Standard,1.0,rescued
LAND ROVER,LR4,2010,Standard,1.0,carried
VOLVO,C70,2007,Standard,1.0,carried
FORD,THUNDERBIRD,2004,No,0.0,carried
AUDI,A8,2005,Standard,1.0,rescued
MERCEDES-BENZ,CLS-CLASS,2009,Standard,1.0,carried
DAEWOO,LEGANZA,2001,No,0.0,carried
BUICK,RAINIER,2006,Standard,1.0,carried
BMW,M3,2006,Standard,1.0,rescued
TOYOTA,4-RUNNER,2009,not_found,,carried
NISSAN,350Z,2009,Optional,,carried
VOLKSWAGEN,GTI,2006,not_found,,carried
MAZDA,B-SERIES,2006,No,0.0,carried
VOLVO,V50,2005,Optional,,carried
MERCEDES-BENZ,CL-CLASS,2010,Standard,1.0,carried
ACURA,ZDX,2010,Standard,1.0,carried
FORD,EXPLORER SPORT TRAC,2010,Standard,1.0,carried
AUDI,A8,2008,Standard,1.0,rescued
INFINITI,M45,2004,Standard,1.0,carried
BMW,550I,2010,not_found,,carried
VOLKSWAGEN,PHAETON,2004,Standard,1.0,carried
MAZDA,B-SERIES,2007,No,0.0,carried
CHEVROLET,BLAZER,2005,No,0.0,carried
TOYOTA,LAND CRUISER,2002,not_found,,carried
SUZUKI,GRAND VITARA,2010,Standard,1.0,carried
VOLVO,C70,2001,not_found,,carried
TOYOTA,MR2,2004,No,0.0,carried
SATURN,RELAY,2007,Standard,1.0,carried
JAGUAR,X-TYPE,2008,Standard,1.0,carried
VOLVO,S60,2000,not_found,,carried
BMW,M3,2003,Standard,1.0,rescued
LEXUS,LX,2008,not_found,,rescue_failed
BMW,M5,2007,not_found,,rescue_failed
CHEVROLET,SONIC,2005,not_found,,carried
AUDI,A5,2008,Standard,1.0,rescued
SATURN,OUTLOOK,2010,Standard,1.0,carried
FREIGHTLINER,SPRINTER,2010,Standard,1.0,carried
CHRYSLER,INTREPID,2001,not_found,,carried
TOYOTA,LAND CRUISER,2001,not_found,,carried
ISUZU,NPR,2007,not_found,,carried
INFINITI,Q45,2003,Standard,1.0,carried
NISSAN,GT-R,2009,Standard,1.0,carried
SMART,FORTWO,2010,Standard,1.0,carried
ISUZU,NQR,2002,not_found,,carried
MERCEDES-BENZ,SL-CLASS,2005,Standard,1.0,carried
MASERATI,GRANTURISMO,2009,not_found,,carried
HONDA,PILOT,2002,not_found,,carried
SATURN,SKY,2007,Optional,,carried
JAGUAR,XJ,2008,Standard,1.0,rescued
FORD,E-250,2003,not_found,,carried
BMW,750LI,2010,not_found,,carried
CHEVROLET,AVALANCHE,2001,not_found,,carried
TOYOTA,MR2,2001,not_found,,carried
DODGE,GRAND CARAVAN,2003,No,0.0,carried
AUDI,TT,2000,not_found,,rescue_failed
SUBARU,IMPREZA,2001,not_found,,carried
LEXUS,SC,2005,not_found,,rescue_failed
SATURN,LW1,2001,not_found,,carried
INFINITI,QX56,2009,Standard,1.0,carried
MERCEDES-BENZ,SLK-CLASS,2008,Standard,1.0,carried
BMW,M5,2003,Standard,1.0,rescued
VOLVO,S80,2003,Optional,,carried
MERCEDES-BENZ,CL-CLASS,2006,Standard,1.0,carried
PORSCHE,911,2007,Standard,1.0,carried
MAZDA,RX-8,2010,Optional,,carried
JAGUAR,XK8,2002,not_found,,carried
LAND ROVER,LR3,2007,Standard,1.0,carried
BMW,330XI,2002,not_found,,carried
JAGUAR,XKR,2003,not_found,,carried
DODGE,SPRINTER,2007,Standard,1.0,carried
LINCOLN,MKS,2006,not_found,,carried
BMW,530XIT,2006,not_found,,carried
MERCEDES-BENZ,G-CLASS,2002,not_found,,carried
DODGE,RAM CHASSIS CAB,2007,not_found,,carried
AUDI,A8,2001,No,0.0,rescued
SUBARU,OUTBACK,2003,No,0.0,carried
BMW,550I,2007,not_found,,carried
BENTLEY,CONTINENTAL,2005,Standard,1.0,carried
ROLLS ROYCE,PHANTOM,2010,not_found,,carried
TOYOTA,LAND CRUISER,2005,not_found,,carried
CHRYSLER,CROSSFIRE,2007,Standard,1.0,carried
INFINITI,Q45,2004,Standard,1.0,carried
CADILLAC,COMMERCIAL CHASSIS,2008,not_found,,carried
TOYOTA,SCION XA,2007,not_found,,carried
CHEVROLET,CAMARO,2008,not_found,,carried
VOLVO,V40,2000,not_found,,carried
BMW,540I,2003,not_found,,carried
SAAB,9-7X,2005,Standard,1.0,carried
TOYOTA,FJ CRUISER,2009,Standard,1.0,carried
MERCEDES-BENZ,SL-CLASS,2000,not_found,,carried
DODGE,RAM CHASSIS CAB,2001,No,0.0,carried
LEXUS,SC,2007,not_found,,rescue_failed
SAAB,9-7X,2006,Standard,1.0,carried
SAAB,9-2X,2006,No,0.0,carried
HONDA,INSIGHT,2001,No,0.0,carried
PORSCHE,BOXSTER,2005,Standard,1.0,carried
MITSUBISHI,MONTERO,2006,Standard,1.0,carried
FORD,E-250,2000,not_found,,carried
JAGUAR,VANDEN PLAS,2004,not_found,,carried
KIA,SOUL,2009,not_found,,carried
NISSAN,GT-R,2010,Standard,1.0,carried
JAGUAR,XJR,2003,not_found,,carried
CHEVROLET,EXPRESS,2002,No,0.0,carried
JAGUAR,S-TYPE,2007,Standard,1.0,carried
BMW,M5,2001,not_found,,rescue_failed
HONDA,PILOT,2001,not_found,,carried
FORD,E-450,2000,not_found,,carried
MERCEDES-BENZ,SLK-CLASS,2004,not_found,,carried
GMC,C4,2007,not_found,,rescue_failed
SATURN,SW2,2001,not_found,,carried
TOYOTA,SCION XB,2007,not_found,,carried
LAND ROVER,RANGE ROVER,2005,Standard,1.0,carried
SAAB,9-2X,2005,No,0.0,carried
FREIGHTLINER,MT 35 CHASSIS,2004,not_found,,carried
BMW,M6,2007,not_found,,rescue_failed
INFINITI,Q45,2010,not_found,,carried
LEXUS,LX,2001,not_found,,rescue_failed
LOTUS,ESPRIT,2003,not_found,,carried
BENTLEY,CONTINENTAL,2006,Standard,1.0,carried
FORD,F-550,2005,not_found,,carried
VOLKSWAGEN,TOUAREG,2009,Standard,1.0,carried
AUDI,A8,2003,Standard,1.0,rescued
NISSAN,VERSA,2004,not_found,,carried
MITSUBISHI,ECLIPSE SPYDER,2009,Optional,,carried
SAAB,9-5,2006,Standard,1.0,carried
FORD,E-450,2007,not_found,,carried
JEEP,RENEGADE,2005,not_found,,carried
SAAB,9-7X,2008,Standard,1.0,carried
INFINITI,QX60,2007,not_found,,carried
GMC,SONOMA,2004,No,0.0,carried
JAGUAR,XJ,2006,Standard,1.0,rescued
ROLLS ROYCE,PHANTOM,2008,not_found,,carried
MERCEDES-BENZ,G-CLASS,2010,Standard,1.0,carried
PORSCHE,BOXSTER,2002,Optional,,carried
JAGUAR,XJ,2009,Standard,1.0,rescued
DAEWOO,LANOS,2001,not_found,,carried
LOTUS,ELISE,2006,not_found,,carried
MERCEDES-BENZ,CL-CLASS,2000,not_found,,carried
FORD,E-150,2008,No,0.0,carried
TOYOTA,MR2,2000,not_found,,carried
FORD,THUNDERBIRD,2003,No,0.0,carried
CHEVROLET,EXPRESS,2001,not_found,,carried
JAGUAR,XK8,2001,not_found,,carried
CADILLAC,CATERA,2000,not_found,,carried
MERCEDES-BENZ,G-CLASS,2008,Standard,1.0,carried
AUDI,S5,2008,Standard,1.0,rescued
"ECONOLINE TRAILER, INC","ECONOLINE TRAILER, INC",2004,not_found,,carried
BMW,745I,2002,not_found,,carried
LEXUS,SC,2006,not_found,,rescue_failed
FORD,F-550,2004,not_found,,carried
VOLVO,V40,2001,not_found,,carried
MERCEDES-BENZ,METRIS,2010,not_found,,carried
BMW,325XIT,2006,not_found,,carried
SAAB,9-5,2007,Standard,1.0,carried
MITSUBISHI,RAIDER,2009,No,0.0,carried
VOLVO,V50,2010,Standard,1.0,carried
DODGE,SPRINTER,2008,Standard,1.0,carried
TOYOTA,PICK-UP,2006,not_found,,carried
LEXUS,SC,2008,not_found,,rescue_failed
FORD,E-150,2003,not_found,,carried
DODGE,RAM WAGON,2001,No,0.0,carried
LEXUS,LX,2004,not_found,,rescue_failed
JAGUAR,XK,2008,Standard,1.0,rescued
FORD,E-350,2003,not_found,,carried
DAEWOO,LEGANZA,2000,not_found,,carried
DODGE,SPRINTER,2006,not_found,,carried
INFINITI,M45,2009,not_found,,carried
PORSCHE,CAYMAN,2007,Standard,1.0,carried
GMC,SAVANA,2004,ambiguous,,carried
MITSUBISHI,ECLIPSE,2005,No,0.0,carried
VOLVO,C70,2000,not_found,,carried
BMW,X6,2009,not_found,,rescue_failed
AUDI,S6,2007,not_found,,rescue_failed
DODGE,RAM VAN,2003,No,0.0,carried
BUICK,ALLURE,2009,not_found,,carried
CHEVROLET,EXPRESS,2000,not_found,,carried
FORD,E-150,2007,No,0.0,carried
